"Genero","Altura","Peso","Duracao","Batimento.Cardiaco","Temperatura.Corporal","Calorias","Idade"
"feminino",172,70,3,85,38.6,13,"60-69"
"masculino",183,87,4,78,38.6,7,"20-29"
"feminino",169,66,7,NA,39.6,26,"20-29"
"feminino",172,59,8,83,39.3,31,"40-49"
NA,198,103,5,90,39,22,"30-39"
"masculino",181,77,2,84,38.4,4,"20-29"
"masculino",197,99,5,79,39.2,17,"50-59"
"masculino",191,96,8,92,39.7,32,"20-29"
"feminino",173,66,2,84,38.5,8,"40-49"
"feminino",167,63,2,74,38.1,6,"50-59"
"masculino",186,82,2,77,37.9,3,"20-29"
NA,188,85,7,75,39.4,13,"30-39"
"masculino",162,65,6,91,39.3,21,"30-39"
NA,176,79,6,90,39.3,26,"40-49"
"masculino",192,86,1,83,37.7,4,"60-69"
"masculino",174,78,4,83,38.5,15,"50-59"
"feminino",172,65,8,83,39.6,28,"20-29"
"feminino",167,64,3,78,39,9,"30-39"
"feminino",152,57,6,84,39.3,26,"60-69"
"masculino",189,96,4,83,38.6,11,"20-29"
"masculino",197,100,5,87,39.1,19,"30-39"
"masculino",188,80,11,86,40.1,28,"20-29"
"feminino",167,73,6,88,38.8,25,"30-39"
"masculino",173,82,2,81,37.7,7,"60-69"
"feminino",168,64,6,89,39.7,28,"50-59"
"feminino",158,57,2,79,38.3,7,"40-49"
"masculino",182,85,3,84,38.8,8,"20-29"
"feminino",159,59,5,87,39.3,22,"40-49"
"feminino",NA,72,6,92,39.3,31,"70-79"
"masculino",182,85,6,96,39.2,35,"50-59"
"masculino",172,75,4,76,38.9,14,"70-79"
NA,169,69,7,88,39.3,31,"40-49"
"feminino",150,51,1,85,37.6,4,"20-29"
"feminino",165,68,3,82,38.8,11,"40-49"
"feminino",154,59,5,87,39.3,21,"30-39"
"masculino",186,83,5,102,39.1,25,"20-29"
"masculino",192,89,3,78,38.9,7,"30-39"
"masculino",204,102,3,75,38.8,11,"60-69"
"feminino",181,71,5,81,39,17,"20-29"
"feminino",157,58,2,89,37.9,9,"30-39"
"masculino",183,83,9,82,39.4,26,"40-49"
"masculino",154,60,9,90,39.5,25,"20-29"
"feminino",174,74,9,85,39.6,33,"20-29"
"feminino",162,58,4,75,38.8,11,"20-29"
"feminino",150,53,8,76,39.8,30,"60-69"
"masculino",169,68,7,86,38.9,21,"30-39"
"feminino",159,59,6,82,39.2,22,"30-39"
"feminino",165,68,1,78,37.5,3,"20-29"
"feminino",156,57,6,91,39.6,31,"60-69"
"feminino",156,54,7,86,39.3,30,"40-49"
"masculino",181,79,11,88,39.9,31,"20-29"
"masculino",175,NA,6,82,39.4,14,"30-39"
"feminino",169,68,9,85,39.5,34,"20-29"
"feminino",160,57,7,85,39.3,27,"20-29"
"feminino",181,80,2,83,38.3,7,"40-49"
"feminino",175,72,7,93,39.5,32,"20-29"
"feminino",181,78,5,87,39.2,22,"50-59"
"masculino",173,72,6,90,39.3,28,"50-59"
NA,168,73,4,79,38.9,15,"70-79"
"feminino",158,55,3,76,38.4,9,"20-29"
"masculino",181,82,3,81,38.7,6,"20-29"
"masculino",181,81,3,77,37.9,6,"30-39"
"masculino",166,77,5,82,38.8,19,"60-69"
"masculino",191,96,2,82,38.4,6,"30-39"
"feminino",NA,74,4,86,39,18,"70-79"
"masculino",190,90,7,82,39.4,29,"60-69"
"feminino",159,59,2,84,37.9,8,"30-39"
"feminino",159,60,6,83,39,24,"40-49"
"masculino",178,78,1,77,37.8,2,"40-49"
"feminino",172,71,5,73,39.1,12,"20-29"
NA,181,86,3,87,38.9,12,"40-49"
"masculino",185,81,4,81,38.9,15,"60-69"
"masculino",181,84,5,92,39,25,"50-59"
"feminino",172,67,4,87,38.9,17,"40-49"
"feminino",156,58,5,78,39.3,17,"30-39"
"masculino",185,82,6,83,39.1,25,"60-69"
"masculino",190,96,2,83,37.9,8,"50-59"
"masculino",174,77,9,78,39.7,17,"30-39"
"masculino",195,97,7,84,39.4,20,"20-29"
"masculino",189,93,5,77,39.2,8,"20-29"
"masculino",171,77,3,86,38.6,7,"20-29"
"masculino",176,82,6,92,39.2,31,"50-59"
"feminino",179,72,6,94,39.5,29,"30-39"
"masculino",182,84,4,87,38.9,20,"60-69"
"masculino",192,92,1,72,37.7,1,"30-39"
"feminino",168,66,2,81,38.3,7,"40-49"
"feminino",160,59,6,75,39.3,19,"40-49"
"masculino",199,97,2,76,38.3,3,"20-29"
"masculino",194,98,3,86,38.6,10,"30-39"
"feminino",159,58,6,85,39,23,"20-29"
"masculino",192,94,10,90,39.6,34,"20-29"
"feminino",152,NA,6,83,39.2,23,"30-39"
"masculino",193,98,8,92,39.8,30,"20-29"
"masculino",179,78,6,97,39.3,26,"20-29"
"masculino",179,87,5,95,39.1,29,"50-59"
"feminino",161,65,5,82,39,18,"30-39"
"masculino",180,NA,4,86,39.1,12,"30-39"
"feminino",181,70,5,80,39.3,16,"20-29"
"masculino",178,78,4,78,39.2,9,"40-49"
"masculino",201,101,4,79,39.1,9,"20-29"
"masculino",173,73,4,85,38.4,16,"50-59"
"feminino",166,65,6,89,39.2,25,"20-29"
"feminino",170,NA,6,85,39.5,25,"50-59"
"feminino",141,48,2,85,38.2,10,"60-69"
"masculino",179,80,6,91,39.5,32,"60-69"
"feminino",152,NA,3,76,38.3,9,"20-29"
"feminino",161,57,4,NA,39,19,"30-39"
"feminino",181,76,6,85,39.2,25,"50-59"
"masculino",187,87,10,86,39.4,29,"20-29"
"feminino",163,NA,8,80,40,29,"40-49"
"feminino",164,62,2,85,38.5,7,"20-29"
"masculino",187,NA,5,84,39.5,23,"60-69"
NA,175,70,5,78,39,6,"20-29"
"feminino",176,69,6,82,39.2,21,"20-29"
"feminino",166,65,7,83,39.5,31,"70-79"
"feminino",173,70,4,94,39.1,20,"40-49"
"feminino",184,81,5,82,39.4,16,"20-29"
"feminino",175,68,3,87,38.6,14,"60-69"
"feminino",163,62,3,87,38.5,13,"40-49"
NA,186,88,1,87,37.8,5,"60-69"
"feminino",165,60,4,86,38.6,18,"60-69"
"masculino",182,80,3,74,38.9,3,"20-29"
"feminino",180,78,6,79,39.3,19,"40-49"
"feminino",177,72,2,75,38.3,6,"40-49"
"masculino",173,74,2,83,37.9,4,"20-29"
"feminino",179,76,1,83,37.3,4,"30-39"
"masculino",176,77,6,92,39.2,26,"40-49"
"feminino",180,79,4,74,39,12,"50-59"
"feminino",176,72,4,84,38.6,15,"40-49"
"masculino",183,90,5,80,39,14,"40-49"
"feminino",180,77,7,86,39.8,26,"20-29"
"masculino",180,78,6,85,39.2,18,"30-39"
"masculino",188,NA,7,83,39.3,18,"20-29"
NA,144,50,7,82,39.4,29,"50-59"
"masculino",191,94,9,92,40,33,"20-29"
"feminino",181,77,7,87,39,33,"70-79"
"masculino",187,89,3,91,38.4,12,"30-39"
"feminino",169,65,2,82,37.8,7,"30-39"
"feminino",167,67,6,84,39.3,23,"30-39"
"feminino",175,69,7,86,39.4,32,"60-69"
"feminino",150,57,1,84,37.8,4,"50-59"
"feminino",163,65,7,85,39.6,28,"30-39"
"masculino",179,77,7,87,39.3,21,"20-29"
"feminino",161,59,5,79,38.9,17,"30-39"
"feminino",170,67,3,88,38.3,12,"20-29"
"masculino",199,109,1,83,38.2,4,"40-49"
"feminino",165,NA,4,88,39.1,17,"30-39"
"feminino",NA,68,5,87,38.9,21,"40-49"
"masculino",188,93,5,85,39.2,26,"70-79"
"masculino",198,102,10,NA,39.5,34,"20-29"
"masculino",203,97,8,90,39.4,28,"20-29"
NA,180,84,8,97,39.6,35,"20-29"
"masculino",174,77,3,79,38.6,6,"30-39"
"feminino",172,73,6,75,39.5,18,"50-59"
"masculino",173,NA,4,87,39.1,10,"20-29"
"masculino",198,96,6,86,39.1,30,"60-69"
"feminino",168,69,7,90,39.5,32,"40-49"
"masculino",178,79,11,86,39.7,28,"20-29"
"feminino",NA,59,5,82,39.1,21,"60-69"
"masculino",166,75,3,93,38.6,14,"40-49"
"feminino",163,59,5,89,38.7,24,"50-59"
"masculino",193,95,8,84,39.8,27,"30-39"
"masculino",172,75,8,94,39.3,34,"30-39"
"feminino",176,77,4,NA,38.6,19,"40-49"
"feminino",165,62,6,83,39.3,23,"30-39"
"feminino",152,52,2,NA,38.4,10,"60-69"
"masculino",194,87,9,86,39.5,28,"20-29"
NA,173,76,3,81,39,12,"70-79"
"masculino",NA,94,10,90,39.9,34,"20-29"
"masculino",177,81,7,85,39.8,31,"60-69"
"feminino",150,54,7,88,39.3,30,"30-39"
"feminino",162,63,8,91,39.8,35,"20-29"
"feminino",164,NA,8,80,39.7,31,"50-59"
"feminino",150,53,3,77,38.6,9,"20-29"
"feminino",170,66,3,88,38.8,12,"20-29"
"masculino",179,83,4,84,38.9,10,"20-29"
"masculino",181,86,4,87,38.9,17,"50-59"
"feminino",150,53,4,87,38.8,16,"20-29"
"feminino",171,74,1,83,37.8,4,"70-79"
"masculino",194,98,7,84,39.2,23,"30-39"
"feminino",163,59,4,83,38.9,15,"30-39"
"masculino",182,86,4,86,38.6,10,"20-29"
"feminino",161,57,2,86,38.7,9,"60-69"
"masculino",209,NA,4,85,38.6,23,"70-79"
"feminino",160,60,1,79,37.9,4,"60-69"
"feminino",160,58,8,86,39.5,32,"20-29"
"feminino",169,67,8,84,39.8,32,"40-49"
"feminino",175,78,8,82,39.4,31,"60-69"
"masculino",203,108,3,86,38.2,15,"60-69"
"feminino",NA,65,5,75,39.3,14,"30-39"
"masculino",195,102,1,76,37.7,2,"30-39"
"masculino",185,93,5,81,39,19,"50-59"
"feminino",160,55,3,NA,38.7,10,"20-29"
NA,172,63,1,81,37.7,3,"20-29"
"feminino",161,64,2,85,38.2,8,"40-49"
"feminino",169,67,8,90,39.3,34,"20-29"
"feminino",178,73,8,84,39.6,34,"60-69"
"feminino",152,50,1,86,37.3,4,"20-29"
"feminino",161,63,1,73,37.5,2,"20-29"
"feminino",162,66,7,92,39.4,34,"40-49"
"feminino",178,76,6,90,39.2,30,"70-79"
"feminino",159,57,5,89,39.2,22,"30-39"
"masculino",164,68,4,79,38.8,8,"30-39"
"feminino",170,66,5,82,39.1,17,"20-29"
"feminino",165,67,6,89,39.5,27,"40-49"
"masculino",179,93,1,79,37.6,5,"70-79"
"feminino",161,60,4,84,38.7,16,"40-49"
"feminino",177,78,3,73,38.6,9,"60-69"
"masculino",176,78,8,87,39.6,25,"30-39"
"masculino",171,72,5,86,39.4,12,"20-29"
"feminino",175,66,7,NA,39.3,30,"20-29"
"masculino",176,82,4,80,38.9,13,"50-59"
"feminino",154,57,2,79,38.1,6,"20-29"
"masculino",186,90,8,91,39.6,31,"20-29"
"feminino",173,74,4,76,38.8,14,"60-69"
"masculino",170,76,7,86,39.3,23,"30-39"
"feminino",165,67,7,88,39.4,30,"40-49"
"masculino",200,98,5,93,39.4,23,"30-39"
"masculino",199,102,4,86,39.2,13,"20-29"
"feminino",171,71,5,87,39.2,19,"20-29"
"masculino",189,96,3,86,39,13,"40-49"
"feminino",183,76,2,81,38.3,8,"70-79"
"feminino",165,58,5,83,38.8,18,"20-29"
"feminino",164,62,3,79,38.5,11,"40-49"
"feminino",169,72,6,89,39.1,28,"50-59"
"feminino",169,69,7,88,39.8,31,"40-49"
"feminino",157,56,4,NA,38.4,17,"40-49"
"feminino",158,57,6,81,38.9,24,"50-59"
"feminino",175,77,2,77,38.4,6,"50-59"
"masculino",175,77,5,79,39.3,12,"40-49"
"feminino",154,55,6,92,39.1,29,"30-39"
"feminino",169,70,1,82,37.8,4,"30-39"
"masculino",191,88,8,84,39.6,30,"40-49"
"feminino",183,NA,7,NA,39.7,31,"40-49"
"feminino",161,63,2,84,38.3,7,"20-29"
"masculino",189,92,6,88,39.2,19,"20-29"
"masculino",NA,81,8,77,39.7,12,"20-29"
"masculino",194,96,8,82,39.4,24,"30-39"
"feminino",163,63,4,81,38.9,14,"40-49"
"masculino",175,77,2,80,38.2,8,"70-79"
NA,182,74,9,85,39.8,32,"20-29"
"feminino",NA,NA,3,88,38.9,14,"60-69"
"feminino",172,67,4,90,39,17,"20-29"
"masculino",183,81,10,88,40.1,33,"30-39"
NA,143,46,6,84,39.1,24,"30-39"
"feminino",177,74,4,83,39,14,"30-39"
"masculino",191,82,4,76,38.9,5,"20-29"
"masculino",179,82,5,95,39.1,29,"60-69"
NA,201,101,8,87,39.7,32,"30-39"
"feminino",161,58,4,85,39.2,17,"50-59"
"feminino",172,70,6,85,39.2,27,"60-69"
"masculino",174,77,2,83,38.3,5,"30-39"
"feminino",181,73,1,75,37.8,3,"20-29"
"masculino",NA,72,5,87,39.1,13,"20-29"
"masculino",168,70,4,78,38.8,6,"30-39"
"feminino",169,69,6,89,39.4,25,"30-39"
"masculino",163,69,2,78,38.3,2,"20-29"
"feminino",157,58,2,79,38.4,8,"70-79"
"masculino",169,73,3,75,38.6,3,"20-29"
"feminino",150,52,8,85,39.5,34,"40-49"
"masculino",190,NA,2,79,38.7,5,"40-49"
"feminino",171,70,5,85,39.1,22,"60-69"
"masculino",187,84,3,81,38.5,13,"70-79"
"feminino",157,54,7,87,39.7,33,"60-69"
"masculino",174,74,4,80,38.8,10,"40-49"
"feminino",144,51,5,90,38.7,27,"70-79"
"masculino",214,113,3,85,38.9,13,"40-49"
"masculino",183,82,3,84,38.6,9,"30-39"
"masculino",192,90,3,85,38.7,13,"50-59"
"feminino",174,68,2,76,38,7,"50-59"
"masculino",NA,95,3,83,38.8,11,"40-49"
"masculino",180,80,6,82,39.2,11,"20-29"
"feminino",153,57,1,NA,38,3,"20-29"
"feminino",171,62,5,87,39.2,20,"20-29"
"masculino",178,77,1,76,38,1,"20-29"
"feminino",156,54,3,92,38.6,14,"20-29"
"masculino",183,88,4,86,39.3,12,"20-29"
"masculino",196,102,5,91,39.1,23,"40-49"
"feminino",162,59,2,82,38.2,8,"50-59"
"masculino",190,94,4,76,38.8,7,"20-29"
"masculino",183,89,4,72,38.8,8,"50-59"
"feminino",167,61,5,82,38.8,22,"70-79"
"feminino",171,71,3,79,38.5,9,"20-29"
"feminino",141,45,2,NA,38.2,9,"60-69"
"feminino",166,58,8,89,39.6,34,"20-29"
NA,189,80,5,86,39.3,13,"20-29"
"masculino",178,78,8,89,39.9,26,"20-29"
"feminino",161,59,5,89,38.7,24,"50-59"
"feminino",178,68,6,83,39.3,25,"60-69"
"masculino",172,76,4,85,38.9,19,"70-79"
"masculino",168,69,10,85,39.7,33,"40-49"
"masculino",177,77,6,76,39.1,19,"60-69"
"feminino",205,93,3,74,38.8,8,"50-59"
"masculino",178,81,8,85,39.4,31,"50-59"
"feminino",174,67,3,79,39.1,9,"20-29"
"masculino",191,95,2,72,38.1,5,"60-69"
"feminino",182,78,6,91,39.2,28,"50-59"
NA,184,85,9,83,39.8,29,"40-49"
"feminino",154,59,5,84,39.4,23,"70-79"
"feminino",193,83,5,82,38.7,16,"20-29"
"feminino",164,67,6,84,39.4,27,"70-79"
"feminino",171,67,4,80,39.1,16,"60-69"
"feminino",158,61,7,82,39.3,25,"20-29"
"masculino",182,78,2,72,37.6,2,"30-39"
"masculino",182,87,3,83,38.6,7,"20-29"
"feminino",173,70,2,79,38.2,6,"20-29"
"feminino",149,54,6,89,39,26,"20-29"
"feminino",165,60,5,91,39.3,23,"30-39"
"masculino",191,92,3,90,38.3,15,"50-59"
"masculino",185,83,9,94,39.9,34,"20-29"
"feminino",168,66,6,82,39.7,23,"50-59"
"masculino",NA,99,7,88,39.6,33,"50-59"
"masculino",193,92,2,87,38,8,"40-49"
"feminino",151,50,6,87,39.4,29,"60-69"
"masculino",197,101,1,80,38.2,3,"30-39"
"masculino",183,84,1,79,37.8,2,"20-29"
"feminino",NA,NA,4,82,38.6,14,"30-39"
"feminino",147,52,8,89,39.8,35,"20-29"
"feminino",171,70,6,96,39.4,30,"30-39"
"masculino",177,NA,4,NA,39.2,8,"20-29"
"feminino",158,56,6,79,39.6,19,"20-29"
"masculino",208,121,6,77,39.2,18,"30-39"
"masculino",187,96,3,NA,38.8,9,"60-69"
"masculino",170,79,6,90,39.3,25,"40-49"
"masculino",182,81,5,79,39,17,"50-59"
"masculino",198,102,3,82,38.7,7,"20-29"
"masculino",187,91,6,84,39,16,"20-29"
"feminino",168,65,2,82,37.9,7,"20-29"
"masculino",168,80,6,89,39.2,29,"50-59"
"masculino",177,81,4,84,39.3,12,"30-39"
"masculino",175,78,2,81,38.3,3,"20-29"
"feminino",169,67,4,79,39.2,12,"20-29"
"feminino",176,75,6,83,39.8,23,"40-49"
"masculino",160,67,4,81,38.8,9,"30-39"
NA,160,62,7,87,39.3,32,"50-59"
"masculino",196,91,9,92,39.7,34,"20-29"
"masculino",164,72,5,81,39.1,12,"30-39"
"feminino",136,43,2,91,38.5,10,"30-39"
"masculino",186,88,10,83,40,23,"20-29"
"feminino",185,83,2,84,38.2,7,"30-39"
"feminino",177,71,1,87,37.7,4,"30-39"
"feminino",181,68,6,86,39.2,23,"20-29"
"masculino",189,89,6,90,39.6,26,"40-49"
"feminino",163,65,7,78,39.7,24,"40-49"
"feminino",169,62,4,81,38.7,13,"20-29"
"masculino",184,82,5,86,39.1,15,"20-29"
"feminino",164,67,3,87,38.4,13,"50-59"
"feminino",156,56,7,83,39.2,27,"30-39"
"masculino",172,80,1,78,37.8,2,"40-49"
"masculino",184,87,3,89,38.5,11,"30-39"
"masculino",175,77,3,NA,38.5,7,"30-39"
"feminino",169,68,3,81,38.5,10,"20-29"
"masculino",177,81,1,80,37.4,2,"20-29"
"masculino",190,87,8,92,39.4,35,"30-39"
"feminino",165,60,7,81,39.3,26,"40-49"
"feminino",164,65,4,77,38.8,11,"20-29"
"masculino",166,65,2,85,38,8,"60-69"
"masculino",174,78,10,NA,39.7,20,"20-29"
"masculino",203,101,8,88,39.3,35,"40-49"
"masculino",199,98,9,79,39.3,28,"40-49"
"feminino",144,48,3,86,38.8,12,"20-29"
"masculino",190,94,5,93,39.1,21,"20-29"
"masculino",174,76,7,89,39.6,23,"20-29"
"feminino",174,66,4,82,39.1,14,"20-29"
"feminino",160,58,5,82,39,22,"70-79"
"masculino",196,102,2,89,38.2,10,"50-59"
"masculino",190,88,3,79,39,5,"20-29"
"feminino",NA,54,8,84,39.7,31,"20-29"
"feminino",179,77,4,75,38.7,11,"40-49"
"masculino",179,79,1,76,37.4,2,"30-39"
"masculino",200,102,1,85,37.2,4,"40-49"
"masculino",184,83,2,83,37.9,5,"30-39"
"masculino",203,102,5,82,38.9,20,"50-59"
"masculino",176,78,3,79,38.2,12,"70-79"
"masculino",174,80,11,83,39.7,26,"20-29"
"masculino",196,105,4,89,38.9,25,"70-79"
"masculino",196,98,3,87,38.4,13,"50-59"
"feminino",150,54,5,89,39.1,22,"20-29"
"feminino",159,58,2,81,37.8,7,"20-29"
"feminino",156,57,1,74,37.8,3,"30-39"
"feminino",176,68,5,87,38.9,21,"30-39"
"feminino",149,49,8,84,39.6,35,"50-59"
"masculino",172,75,7,83,39.4,29,"60-69"
"masculino",177,81,8,85,39.6,27,"40-49"
"feminino",164,65,3,74,38.6,8,"30-39"
"feminino",162,64,2,87,38.1,9,"40-49"
"masculino",204,112,7,86,39.7,34,"50-59"
"feminino",174,73,5,82,39.2,21,"70-79"
"masculino",183,86,8,81,39.6,27,"50-59"
"feminino",158,58,8,89,39.5,35,"30-39"
"masculino",178,79,12,83,40.1,27,"20-29"
"masculino",195,87,9,93,39.7,35,"20-29"
"feminino",148,57,3,91,38.9,16,"70-79"
"feminino",167,66,8,85,39.9,33,"40-49"
"masculino",178,76,7,87,39.4,30,"50-59"
"masculino",198,101,8,89,39.8,33,"30-39"
"masculino",185,83,1,74,38.1,3,"70-79"
"masculino",185,79,9,86,39.8,23,"20-29"
"feminino",143,52,6,83,39.2,23,"20-29"
"masculino",176,82,3,86,37.9,16,"70-79"
"feminino",169,65,2,75,38.2,6,"40-49"
"feminino",151,52,8,79,39.7,34,"70-79"
"feminino",160,62,6,85,39.3,28,"70-79"
"feminino",NA,66,4,88,39,16,"20-29"
"masculino",189,93,2,70,38.1,3,"40-49"
"feminino",164,61,6,86,39.3,26,"40-49"
"masculino",181,81,6,83,39.3,21,"50-59"
"masculino",184,79,5,89,38.9,16,"20-29"
"masculino",182,93,5,91,39,32,"70-79"
"masculino",187,83,3,87,38.6,8,"20-29"
"feminino",164,65,4,85,38.9,16,"30-39"
NA,193,97,2,80,38,10,"70-79"
"feminino",156,54,5,87,39.3,21,"30-39"
"feminino",164,63,6,86,39.2,25,"40-49"
"feminino",168,68,3,84,38.6,11,"20-29"
"feminino",175,75,3,75,38.7,9,"50-59"
"masculino",179,84,1,84,37.7,3,"20-29"
"feminino",153,51,9,85,39.8,35,"20-29"
"feminino",NA,64,2,87,38,9,"60-69"
"feminino",166,68,8,86,39.6,33,"40-49"
"masculino",170,76,1,79,37.9,3,"60-69"
"feminino",154,56,6,81,39.3,21,"30-39"
"feminino",164,66,3,85,38.5,13,"60-69"
"feminino",158,54,5,90,39,22,"20-29"
"feminino",168,61,8,90,39.6,35,"20-29"
"feminino",163,61,6,83,39.6,21,"20-29"
"feminino",184,77,3,79,39,10,"40-49"
"masculino",184,88,7,89,39.4,34,"50-59"
"masculino",190,94,6,90,39.4,29,"50-59"
"feminino",163,66,1,86,37.8,4,"20-29"
"masculino",178,85,3,74,38.3,7,"50-59"
"feminino",177,75,7,90,39.1,32,"40-49"
"masculino",191,96,2,83,37.7,10,"70-79"
"masculino",NA,83,10,91,39.8,35,"20-29"
"masculino",179,80,6,84,39,13,"20-29"
"masculino",178,76,7,76,39.3,17,"50-59"
"masculino",182,79,4,83,38.8,9,"20-29"
"masculino",178,77,9,88,39.3,32,"30-39"
"masculino",173,70,6,81,39.3,12,"20-29"
"masculino",181,85,6,93,39.6,33,"50-59"
"masculino",185,82,6,81,39,11,"20-29"
"masculino",186,82,10,88,40.2,29,"20-29"
"feminino",NA,NA,7,88,39.6,29,"20-29"
"feminino",157,59,6,78,39.4,21,"50-59"
"feminino",166,63,4,80,39,13,"30-39"
"masculino",194,99,8,85,39.6,24,"20-29"
"masculino",192,NA,5,88,39.4,20,"30-39"
"feminino",169,NA,6,82,39.4,21,"30-39"
"masculino",180,82,3,91,38.5,13,"40-49"
"masculino",190,87,2,78,38.1,4,"30-39"
"feminino",152,50,5,93,39.4,26,"40-49"
"feminino",168,NA,4,74,38.9,11,"30-39"
"feminino",160,61,5,89,39,26,"70-79"
"masculino",197,102,8,NA,39.6,29,"60-69"
"masculino",178,80,4,89,38.5,15,"30-39"
"masculino",193,99,8,87,39.4,26,"20-29"
"masculino",189,89,6,91,39.2,35,"70-79"
"feminino",155,56,4,82,39,14,"20-29"
"masculino",NA,88,5,88,39.1,15,"20-29"
"masculino",192,98,4,84,38.8,14,"30-39"
"feminino",161,58,2,71,37.8,5,"20-29"
"masculino",192,89,6,79,39,13,"30-39"
"masculino",183,82,8,86,40,21,"20-29"
NA,163,57,4,91,38.8,18,"20-29"
"masculino",183,81,5,87,38.7,14,"20-29"
"masculino",175,79,8,76,39.5,25,"60-69"
NA,182,91,8,84,39.4,21,"20-29"
"masculino",184,93,8,88,40,28,"20-29"
"feminino",166,63,2,73,38.9,5,"20-29"
"feminino",140,46,5,NA,39.3,26,"70-79"
"feminino",173,71,5,94,39.2,23,"20-29"
"feminino",166,69,8,78,39.8,24,"30-39"
"masculino",198,103,2,87,38.3,7,"20-29"
"feminino",168,63,3,81,38.6,11,"40-49"
"masculino",198,101,7,95,39.2,30,"20-29"
"masculino",185,82,5,83,39,16,"40-49"
"feminino",160,62,8,NA,39.8,34,"30-39"
"masculino",200,97,5,92,39.1,22,"30-39"
"feminino",155,57,6,91,39.4,31,"50-59"
"feminino",NA,56,7,92,39.5,32,"20-29"
"masculino",188,90,5,81,38.9,19,"50-59"
NA,162,61,3,85,38.6,13,"50-59"
"masculino",182,82,3,92,38.6,10,"20-29"
"feminino",167,65,5,79,39.1,16,"20-29"
NA,166,67,7,91,39.5,34,"50-59"
"feminino",172,68,7,82,38.9,24,"20-29"
"masculino",196,106,2,84,38.3,10,"70-79"
"masculino",194,100,2,80,38.2,7,"50-59"
"masculino",198,95,5,88,39.3,17,"20-29"
"masculino",NA,83,7,88,39.3,35,"60-69"
"feminino",157,49,7,89,39.2,31,"20-29"
"feminino",164,69,4,80,38.7,13,"30-39"
"masculino",193,96,4,85,39,12,"20-29"
"masculino",164,NA,6,82,39.1,10,"20-29"
"feminino",162,66,4,85,39.1,15,"30-39"
"masculino",180,81,9,85,39.9,30,"40-49"
"masculino",176,70,3,89,38.3,10,"30-39"
"feminino",NA,50,5,80,39.1,19,"40-49"
"masculino",183,83,8,81,40,21,"30-39"
"feminino",160,61,5,84,39,23,"70-79"
"masculino",170,81,5,82,38.9,23,"70-79"
"feminino",157,61,7,88,39.7,30,"30-39"
"masculino",187,89,2,82,39,5,"20-29"
"feminino",163,62,4,81,39,13,"20-29"
"feminino",169,67,7,81,39.5,23,"20-29"
"masculino",172,75,3,92,38.6,11,"20-29"
"feminino",173,66,8,79,39.6,25,"20-29"
NA,159,59,7,86,39.1,31,"50-59"
"masculino",196,88,7,88,39.6,26,"30-39"
"feminino",161,62,8,82,39.8,32,"50-59"
"masculino",NA,83,6,91,39.4,27,"40-49"
"feminino",182,84,4,88,38.7,19,"70-79"
"masculino",161,62,11,90,39.9,32,"20-29"
"feminino",151,52,2,79,38.1,7,"40-49"
"feminino",176,70,4,89,38.7,18,"40-49"
"feminino",166,67,2,83,38.5,8,"50-59"
"masculino",196,94,11,85,39.6,32,"20-29"
"masculino",197,108,5,85,39.1,19,"30-39"
"feminino",NA,63,8,82,39.5,29,"30-39"
"masculino",188,91,7,82,39.6,27,"50-59"
"masculino",192,91,1,88,37.6,4,"30-39"
"feminino",176,73,8,83,39.7,29,"30-39"
"feminino",171,71,8,75,39.6,22,"30-39"
"feminino",165,61,4,90,38.8,18,"30-39"
"feminino",NA,72,2,77,37.9,6,"20-29"
"feminino",168,61,6,85,39.3,23,"20-29"
"masculino",NA,81,8,82,39.7,24,"40-49"
"masculino",179,82,7,80,39.6,16,"30-39"
"masculino",205,102,8,87,39.3,25,"20-29"
"masculino",189,93,5,82,39.1,13,"30-39"
"masculino",188,87,7,87,39.3,24,"30-39"
"feminino",165,58,1,83,37.8,4,"20-29"
"masculino",183,83,6,84,39.2,24,"50-59"
"masculino",195,91,5,94,39.3,20,"20-29"
"masculino",184,83,1,86,37.8,3,"20-29"
"masculino",186,85,7,89,39.3,27,"30-39"
"masculino",166,67,2,76,38.6,5,"50-59"
NA,187,94,5,94,39.2,30,"60-69"
"masculino",170,67,5,90,39.1,17,"30-39"
"feminino",176,74,7,92,39.7,33,"40-49"
NA,168,62,4,84,39.1,18,"60-69"
"feminino",157,54,5,81,39.2,21,"60-69"
"feminino",156,59,6,89,39.2,26,"20-29"
"feminino",173,73,3,81,38.4,10,"30-39"
"masculino",205,107,4,90,38.6,15,"20-29"
"feminino",159,59,4,85,39,17,"40-49"
"feminino",158,58,3,80,38.7,10,"20-29"
"feminino",157,56,5,86,39.2,23,"50-59"
"masculino",186,92,4,75,39,9,"40-49"
"feminino",145,47,3,80,38.4,11,"30-39"
"masculino",154,57,6,96,39.3,23,"20-29"
"masculino",188,87,9,86,39.9,25,"20-29"
"masculino",149,58,6,93,39.2,23,"30-39"
"masculino",183,81,10,89,39.9,31,"20-29"
"feminino",156,51,7,86,39.6,29,"30-39"
"feminino",164,63,4,88,38.6,18,"40-49"
"feminino",170,69,6,79,39.2,20,"30-39"
"masculino",176,83,9,81,39.7,31,"50-59"
"feminino",163,59,8,90,39.6,35,"20-29"
"masculino",192,NA,2,81,38,5,"30-39"
"masculino",192,91,8,88,39.4,27,"20-29"
